"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"8274","SKIIIIIIIIIIIIIIID","Jan 25, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Volens Nolens Games","Volens Nolens Games"
"8275","Mark & Lara: Partners In Justice","Apr 16, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mark Lara Devs","Mark Lara Devs"
"8276","Tetra Cube","Mar 20, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DDal","DDal"
"8279","Love in Belarus","Jun 21, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Taxincrease","Analog Chechen Dudes"
"8280","The Sealed Ampoule","Mar 4, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CAVYHOUSE","PLAYISM"
"8282","True Mining Simulator","Jan 7, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boolba Entertainment","Boolba Entertainment"
"8283","Action Entities","Aug 6, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Action Entities","Action Entities"
"8284","Cricket Captain 2021","Jul 13, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Childish Things Ltd","Childish Things Ltd"
"8285","Battle Axe","Apr 29, 2021","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bitmap Bureau","Numskull Games"
"8287","Stonedeep","Oct 9, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Direfang","Direfang, Smuttlewerk interactive"
"8288","Beyond Mankind: The Awakening","Aug 31, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brytenwalda","Brytenwalda"
"8289","Utopos","Mar 29, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jani Penttinen","Utopos Games"
"8290","Clockwork Calamity in Mushroom World: What would you do if the time stopped ticking?","May 31, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sylvie, Hubol","Sylvie & Hubol"
"8291","Street Cleaner: The Video Game","Jan 7, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creaky Lantern Games","Creaky Lantern Games"
"8292","Dinogotchi","Sep 30, 2021","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Oskar Henrique","Oskar Henrique"
"8293","C-4","Aug 27, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Microblast Games","SA Industry"
"8294","Onirike","Jun 29, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DevilishGames","DevilishGames"
"8295","SynthVR","Jan 31, 2021","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","42tones","42tones"
"8296","Gachi Bird","Oct 28, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gachi Master","Gachi Master Games"
"8297","Insight","Oct 6, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","maou","maou"
"8298","Cypherpunk Essentials","Aug 11, 2021","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","基本操作PlayClass","基本操作PlayClass"
"8299","WWII Tanks: Battlefield","Dec 9, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SP GAMES","SP GAMES"
"8300","VR JAPAN","Jan 10, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kraftmaru","Kraftmaru"
"8301","Sexy Sniper","Apr 2, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Guilty Pleasure Games","Guilty Pleasure Games"
"8302","Escapeworld Dilemma","Jan 29, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sonoma Games","Sonoma Games"
"8303","Battle of Hunters : Beast Zone","Mar 1, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wansee Entertainment","Wansee Entertainment"
"8304","Bubble Bobble 4 Friends: The Baron's Workshop","Sep 30, 2021","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TAITO CORP.","TAITO CORP."
"8305","Burned Land","Aug 9, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Koya Game","Koya Game"
"8306","Gods Will Fall","Jan 29, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Clever Beans","Deep Silver"
"8307","Car Constructor","May 7, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Guilty Pleasure Games","Guilty Pleasure Games"
"8308","Klang 2","Oct 20, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tinimations","Tinimations"
"8309","Dashie's Puh-ranormal Activity","Nov 4, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jason Morgan","Jason Morgan"
"8311","Slobbish Dragon Princess LOVE + PLUS","Jun 22, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Whirlpool","Sekai Project"
"8312","Guazu: The Rescue","Jun 17, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Guara Studios","Guara Studios"
"8313","Laser Attraction","Mar 17, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vectmatica","Vectmatica"
"8314","Floating Farmer - Logic Puzzle","Aug 28, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mens Sana Interactive","Mens Sana Interactive"
"8315","Fuzz Force: Spook Squad","Jun 8, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fuzz Force","Fuzz Force"
"8316","Pinecone Game","Dec 30, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frameblade","Frameblade"
"8317","hocus 2","Mar 3, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yunus Ayyildiz","Yunus Ayyildiz"
"8318","[TDA01] Muv-Luv Unlimited: THE DAY AFTER - Episode 01 REMASTERED","Jan 29, 2021","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","aNCHOR Inc., fuzz, Inc.","aNCHOR Inc."
"8319","청춘향전 Cheongchunhyang Jeon","Dec 19, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","J Wonder Co.,Ltd.","J Wonder Co.,Ltd."
"8320","Deca","Jul 16, 2021","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chrome Horizon 3D","Chrome Horizon 3D"
"8321","Peter's Adventures in English [Learn English]","Nov 11, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rocket Boy Games","Rocket Boy Games"
"8322","Sefir: Mafia Story","Aug 24, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Septime Studios","Septime Studios"
"8323","Lamp Chronicle","Jan 20, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixellica Corp.","Pixellica Corp."
"8326","Mighty Forest","Feb 3, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Louie Inc","Louie Inc"
"8328","Hop Step Sing! VR Live 《Hop★Summer Tour 2020》","Apr 1, 2021","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kodansha, Kodansha VR Lab","KOMODO"
"8329","Pavlov's House","Feb 26, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bookmark Games","Bookmark Games"
"8330","FEWAR-DVD","Dec 31, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dev_dwarf, HIS, Lewmoth, nickmuse","Shoho Games"
"8331","2D Platformer GAME (Toy Factory)","Apr 1, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jo.Jo art","Jo.Jo art"
"8332","Jet Kave Adventure","Jan 15, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","7Levels S.A","7Levels S.A."
"8334","Evertried","Oct 21, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lunic Games / Danilo Domingues","DANGEN Entertainment"
"8335","Sakura Forest Girls","Apr 19, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winged Cloud","Winged Cloud"
"8336","GLADIUM","Jun 24, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eirik Wiklund","Eirik Wiklund"
"8339","Grapple Hoops","Oct 18, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andreas Georgiou","Andreas Georgiou"
"8341","Loverowind","May 19, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tonguç Bodur","Tonguç Bodur"
"8344","Succubus With Guns","Oct 8, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Satur Cat","Satur Cat"
"8345","Fuzz Dungeon","Jun 8, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jeremy Couillard","Jeremy Couillard"
"8346","The Gardener and the Wild Vines","Sep 9, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Finite Reflection Studios","Finite Reflection Studios"
"8347","Milli & Greg","Oct 28, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2ndBoss","2ndBoss"
"8348","GROUND-UNBOUND","Oct 7, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Frinky","Frinky"
"8351","Peppy's Adventure","Sep 20, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pepite Studios","Pepite Studios"
"8352","OceanCraft","Feb 8, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FlodLab","FlodLab UG (haftungsbeschraenkt)"
"8353","Kula","Jul 22, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Morten Thomasstuen","Morten Thomasstuen"
"8355","Slit Mouthed - 口裂け女","Dec 11, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nyxtales","Nyxtales"
"8356","Void Tyrant","Sep 3, 2021","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quite Fresh Games","Armor Games Studios"
"8358","异世界攻略组 Another World Adventure","Jun 1, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Illusion of Soul","Illusion of Soul"
"8360","Cions of Vega","Apr 9, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tonguç Bodur","Tonguç Bodur"
"8361","SEARCH ALL - ANIMALS","Oct 19, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Laush Dmitriy Sergeevich","Laush Studio"
"8362","Golf Party","Jan 29, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VoidFiller Studios","VoidFiller Studios"
"8364","Interstate Drifter 2000","Jan 21, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ultimo Games","Ultimo Games"
"8365","INVERT","Oct 16, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Naoka Games","Naoka Games"
"8366","VideoHole: Episode I","Feb 19, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JofiSoft","JofiSoft"
"8367","Don't Touch this Button!","Aug 31, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","9 Eyes Game Studio","9 Eyes Game Studio, Stately Snail"
"8368","Sophie's Safecracking Simulator","Jun 16, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sophie Houlden","Sophie Houlden"
"8370","Dirge","Oct 26, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NonNobis Games","NonNobis Games"
"8373","Guns of Succubus","Feb 27, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RakuRai","OTAKU Plan"
"8375","In My Shadow","Apr 8, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Playbae","Alcon Interactive Group"
"8376","磨难之间 SUFFERING: Reincarnation of Sins","May 27, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KillZero Game","KillZero Game"
"8377","Sven's SudokuPad","Nov 25, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sven Neumann","Sven Neumann"
"8378","Miner Gun Builder","Nov 9, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GermapurApps","GermapurApps"
"8379","Coffee Noir - Business Detective Game","Sep 30, 2021","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DOJI, NAOS Software","DOJI"
"8380","Trials of Wilderness","Dec 25, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MightByte Games","MightByte Games"
"8381","Misery Mansion","Jan 19, 2021","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Manic Mice","Manic Mice"
"8382","Touhou Double Focus","May 25, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AQUASTYLE","AQUASTYLE"
"8383","Nayati River","Aug 20, 2021","$1.89","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Worlds To Play","Worlds To Play"
"8384","MIRAY","Jul 28, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Poobool","Poobool"
"8385","Goop Loop","Jul 20, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lone Wulf Studio LLC","Lone Wulf Studio LLC"
"8387","Horror Bar VR","Feb 25, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VR Factory","VR Factory"
"8388","Clown In a House","Jul 20, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Krispy Animation","Krispy Animation"
"8389","Shikkoku no Sharnoth","Dec 14, 2021","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Liar-soft","iMoe Games"
"8390","The ER: Patient Typhon","Apr 20, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Professional Villains","Professional Villains"
"8391","Maze","Mar 27, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nichita Ciuprin","Nichita Ciuprin"
"8392","Aery - Calm Mind","Jul 22, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EpiXR Games UG","EpiXR Games UG"
"8393","Alveole","Apr 9, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Emil Ismaylov, Denis Petrov","North Lab"
"8394","Sakura MMO Extra","Jan 11, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winged Cloud","Winged Cloud"
"8395","Gone Viral","Aug 31, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Skullbot Games","Akupara Games, Surefire.Games"
"8396","荧火微光","Jul 29, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","青丘游戏","方块游戏(CubeGame)"
"8397","Inferno - Beyond the 7th Circle","Apr 30, 2021","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","68k Studios","68k Studios"
"8398","World Wide Hack","Dec 22, 2021","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lotus Innovations","Lotus Innovations"
"8399","MahjongSchool","Apr 30, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RedLizard Studio","RedLizard Studio"
"8400","LOST BUBBLES: Sweet mates","Nov 12, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KIMIDORI SOFT","KIMIDORI SOFT"
"8401","Under Lock","Jan 12, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NioTum","NioTum"
"8402","Survival Vacancy","Feb 19, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mind Leak","Mind Leak"
"8403","Room 54","May 30, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IK Interactive","IK Interactive"
"8405","Bobok","Nov 11, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Secta","Secta"
"8406","Blokker","Apr 12, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LM Games Studio","LM Games Studio"
"8407","Loco Shortline Operations","Dec 22, 2021","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TSRS","TSRS"
"8409","The Frosts: First Ones","Aug 31, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ivan Sukhanov","Ivan Sukhanov"
"8410","Kate: Collateral Damage","Oct 22, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ludic Studios","Ludic Studios"
"8411","8089: The Next Action RPG","Nov 5, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Phr00t's Software","Phr00t's Software"
"8412","학생들의 공포괴담 終 (Students' horrible stories FIN)","May 25, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alman","Alman"
"8413","Kselebox","Jul 20, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KseLeroN","ONRI Studio"
"8415","Make the Burger","Feb 22, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creative Hand","Creative Hand"
"8416","Teke Teke - テケテケ","Jan 20, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nyxtales, Chilla's Art","Nyxtales"
"8417","Mrs.Cat In Mars","Jul 13, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EVEV01","EVEV01"
"8418","Boot Camp Fitness","Mar 18, 2021","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kevin Baker","Kevin Baker"
"8419","Excidio The Kaiju Simulator","Jul 16, 2021","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TokuPop","TokuPop"
"8421","The Touryst","Dec 10, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shin'en Multimedia","Shin'en Multimedia"
"8422","Uberlaufer","Nov 18, 2021","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Think Tank Decoy Software LLC","Think Tank Decoy Software LLC"
"8423","The Sundew","Oct 14, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2054","2054"
"8424","Agent Intercept","Jun 16, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PikPok","PikPok"
"8425","ReversEstory","Jun 4, 2021","$3.04","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ilili_world","ilili_world"
"8426","God Damn The Garden","Dec 20, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Agelvik","Agelvik"
"8427","The City Must Grow","Dec 8, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tunaic Games","Tunaic Games"
"8428","与芙兰朵露一起捉迷藏吧","Nov 13, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","同萌绘","同萌绘"
"8430","Super Clown: Lost Diamonds","Dec 5, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tero Lunkka, Valkeala Software, Blackthug, NTStudios","Tero Lunkka"
"8431","hexurb","May 31, 2021","$0.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","byMixNez","byMixNez"
"8432","BloodRayne Betrayal: Fresh Bites","Sep 8, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WayForward","Ziggurat"
"8434","FORECLOSED","Aug 12, 2021","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Antab Studio","Merge Games"
"8435","Monster Bash HD","Oct 29, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Emberheart Games","Apogee Entertainment"
"8436","Ultreïa","Jun 1, 2021","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Olivier De Rop","Olivier De Rop"
"8437","Cute Dogs","Dec 15, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","КиКо","КиКо"
"8438","Fostering Apocalypse","Jul 15, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Incisor Studios","Incisor Studios"
"8439","Hidden Memory - Neko's Life","Feb 25, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YAW Studios","YAW Studios"
"8440","The Captain is Dead","Jan 31, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Thunderbox Entertainment","Thunderbox Entertainment"
"8441","KUUKIYOMI 3: Consider It More and More!! - Father to Son","Jun 22, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","G-MODE","G-MODE"
"8443","Hunter Girls","Aug 6, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Denis Lutsenko","Meridian4"
"8444","Do Animals Dream?","Jun 14, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black Vein Productions","Black Vein Productions"
"8445","Shachibato! President, It's Time for Battle! Maju Wars","Mar 30, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Preapp Partners","Preapp Partners"
"8446","Harvest Moon: One World","Sep 7, 2021","$49.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Natsume Inc., Appci","Natsume Inc."
"8447","Aeon Must Die!","Oct 14, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Limestone Games","Focus Entertainment"
"8448","Rugby Challenge 4","Feb 3, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wicked Witch","Tru Blu Games"
"8449","Yogurt Commercial 3","May 2, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Epic Banana Games LLC","Epic Banana Games LLC"
"8450","Escape FishStop 3D","Mar 6, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Owen6936","Owen6936"
"8451","Flewfie's Adventure","Sep 23, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cosmic Boop, Valorware","Valorware"
"8452","Mon Amour","Oct 14, 2021","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Onion Games","Onion Games"
"8454","Substance 3D Designer 2021","Jan 28, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adobe","Adobe"
"8455","DOOMER'S ADVENTURE","Jun 11, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","deadworld games","deadworld games"
"8456","Go For Launch: Mercury","Jul 4, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joe Chisholm","First Time Games"
"8457","Симулятор Сидения на Крыше","Apr 1, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ТЯН ТЯН ТЯН ЛАМПОВАЯ ТЯН INDUSTRIES, Kazakhstan Sila Games","Kavkaz Sila Games"
"8458","Dream Girls Collection","Aug 27, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hunny Bunny Studio","Hunny Bunny Studio"
"8460","Faraway: Puzzle Escape","Mar 5, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pine Studio","Snapbreak"
"8461","PEGGO!","Jul 22, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tylario","ARVORE Immersive Experiences"
"8463","Healing Spree","Oct 20, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Paro","Milk Bottle Studio"
"8465","古代人生 Ancient Life","Jul 12, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HeroWJ Games","HeroWJ Games"
"8466","Devil Inside Us: Roots of Evil","Oct 27, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fernando Tittz, Ahldain Michael","Mr.Skull Game Studio"
"8467","PROJECTIONS","Jul 13, 2021","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolfgun","Wolfgun"
"8468","Malice & Greed","Mar 22, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xendra","Xendra"
"8469","Army of Numbers","Mar 10, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","maou","maou"
"8470","ASTRO AQUA KITTY","Jun 4, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TIKIPOD","TIKIPOD"
"8475","Packing House","Dec 10, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SmartLife, Roman Studio","SmartLife"
"8478","Lost Dream","Mar 12, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Morning Shift Studios","Morning Shift Studios"
"8479","JARS","Oct 20, 2021","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mousetrap Games","Daedalic Entertainment"
